BASE,BREAKINGCHANGES,BROKENCLIENTS,BROKENUSES,CHANGEDFILES,CHECKEDCLIENTS,HEAD,IMPACTEDPACKAGES,NAME,NUMBER,OWNER,SECONDS
main,0,0,0,18,0,lambda-roles,6,quarkus,28545,quarkusio,187
main,0,0,0,158,0,feature/doc-summaries,0,quarkus,28523,quarkusio,9
main,0,0,0,4,0,silent_jwt_auth_mechanism,1,quarkus,28505,quarkusio,47
main,0,0,0,128,0,otel-autoconfigure-2,2,quarkus,28487,quarkusio,64
main,0,0,0,8,0,csrf_multipart_media_type,2,quarkus,28383,quarkusio,96
main,0,0,0,20,0,record-inside-panache,5,quarkus,28359,quarkusio,170
main,0,0,0,11,0,keycloak_devservices_multiple_realms,2,quarkus,28327,quarkusio,79
main,0,0,0,1,0,kafka-guide-hibernate,0,quarkus,28319,quarkusio,7
main,0,0,0,90,0,panache_events,2,quarkus,27994,quarkusio,89
main,0,0,0,34,0,optimisticLockControl,1,quarkus,27966,quarkusio,65
main,0,0,0,21,0,skip_verify_host,6,quarkus,27956,quarkusio,178
main,0,0,0,1,0,patch-1,0,quarkus,27774,quarkusio,8
main,0,0,0,5,0,kafka-related-docker-images,2,quarkus,27560,quarkusio,93
main,10,0,0,63,0,rr-multipart-beanparam,13,quarkus,27526,quarkusio,250
main,0,0,0,14,0,kubernetes_config_expand,2,quarkus,27494,quarkusio,78
main,0,0,0,118,0,otel-autoconfig,7,quarkus,26760,quarkusio,222
main,0,0,0,6,0,issue_25417,2,quarkus,26706,quarkusio,74
master,0,0,0,1,0,master,1,gson,2221,google,8
master,0,0,0,5,0,marcono1234/automatically-replace-version-on-release,1,gson,2212,google,8
master,0,0,0,9,0,marcono1234/anonymous-local-exception,1,gson,2189,google,8
master,0,0,0,4,0,marcono1234/LinkedTreeMap-non-Comparable-keys,1,gson,2152,google,7
master,0,0,0,12,0,marcono1234/JsonTreeReader-JsonTreeWriter-settings-propagation,2,gson,2151,google,11
master,0,0,0,1,0,master,1,gson,2145,google,8
master,0,0,0,2,0,comment_whitespace_removal,1,javaparser,3712,javaparser,25
master,0,0,0,1,0,fix/JLL/zip-slip-vulnerability,1,javaparser,3684,javaparser,28
master,0,0,0,2,0,snyk-fix-509f417be4133fe03228a650c906e8f7,0,shopizer,807,shopizer-ecommerce,5
master,0,0,0,2,0,snyk-fix-50568ae1c59429804a1f58f08fa5f549,0,shopizer,801,shopizer-ecommerce,5
master,0,0,0,5,0,micrometer-plugin,0,javalin,1698,javalin,2
master,0,0,0,2,0,dependabot/maven/slf4j.version-2.0.3,0,querydsl,3398,querydsl,3
master,0,0,0,2,0,dependabot/maven/hibernate.version-5.6.12.Final,0,querydsl,3397,querydsl,3
master,0,0,0,1,0,dependabot/maven/org.springframework.boot-spring-boot-starter-parent-2.7.4,0,querydsl,3389,querydsl,3
master,0,0,0,2,0,dependabot/maven/org.apache.maven.plugins-maven-jar-plugin-3.3.0,0,querydsl,3384,querydsl,3
master,0,0,0,2,0,dependabot/maven/org.springframework-spring-jdbc-5.3.23,0,querydsl,3380,querydsl,3
master,0,0,0,2,0,dependabot/maven/spring.version-5.3.23,0,querydsl,3378,querydsl,3
master,0,0,0,1,0,dependabot/maven/org.eclipse.jdt-ecj-3.31.0,0,querydsl,3377,querydsl,3
master,0,0,0,2,0,dependabot/maven/org.hibernate.validator-hibernate-validator-8.0.0.Final,0,querydsl,3375,querydsl,3
master,0,0,0,1,0,EntityType-source-ordered-properties,1,querydsl,3367,querydsl,5
master,0,0,0,1,0,dependabot/maven/org.hibernate.common-hibernate-commons-annotations-6.0.4.Final,0,querydsl,3361,querydsl,4
master,0,0,0,1,0,dependabot/maven/dn.version-6.0.1,0,querydsl,3358,querydsl,3
master,0,0,0,3,0,master,0,querydsl,3346,querydsl,4
master,0,0,0,1,0,dependabot/maven/org.joda-joda-money-1.0.2,0,querydsl,3340,querydsl,3
master,0,0,0,5,0,feature/update-dependencies,0,querydsl,3320,querydsl,3
master,0,0,0,1,0,dependabot/maven/com.tngtech.archunit-archunit-junit5-1.0.0,0,docker-java,1979,docker-java,2
master,0,0,0,1,0,dependabot/maven/com.tngtech.archunit-archunit-1.0.0,0,docker-java,1978,docker-java,2
master,0,0,0,1,0,dependabot/maven/org.testcontainers-testcontainers-1.17.5,0,docker-java,1977,docker-java,2
master,0,0,0,11,0,bnd,0,docker-java,1972,docker-java,2
master,0,0,0,1,0,dependabot/maven/org.slf4j-slf4j-jdk14-2.0.3,0,docker-java,1970,docker-java,2
master,0,0,0,2,0,dependabot/maven/slf4j-api.version-2.0.3,0,docker-java,1968,docker-java,2
master,2,0,0,4,28,issue-1258,3,docker-java,1963,docker-java,223
master,0,0,0,1,0,dependabot/maven/org.junit.jupiter-junit-jupiter-5.9.1,0,docker-java,1961,docker-java,2
master,0,0,0,2,0,junixsocket_2.5.1,1,docker-java,1958,docker-java,17
master,0,0,0,1,0,dependabot/maven/org.immutables-value-2.9.2,0,docker-java,1945,docker-java,2
master,0,0,0,2,0,dependabot/maven/jackson.version-2.13.4,0,docker-java,1937,docker-java,2
master,0,0,0,3,0,rwmajor2/mcr_mem_stats,2,docker-java,1909,docker-java,19
master,0,0,0,4,0,fix_delete_segment_api,2,pinot,9579,apache,104
master,0,0,0,12,0,pinot_version,5,pinot,9578,apache,190
master,0,0,0,9,0,pr_add_v2_timeout,2,pinot,9571,apache,100
master,0,0,0,8,0,distinct_fix,2,pinot,9570,apache,103
master,0,0,0,29,0,stage_refactor,2,pinot,9560,apache,104
master,0,0,0,2,0,bugFix-issue-9555,1,pinot,9556,apache,33
master,0,0,0,5,0,segmentNameGeneration,4,pinot,9550,apache,147
master,1,0,0,44,2,with_tz,6,pinot,9546,apache,178
master,0,0,0,4,0,dict_size_patch,3,pinot,9527,apache,73
master,2,0,0,15,3,consumer-lag,6,pinot,9515,apache,197
master,0,0,0,11,0,decoder_error_patch,4,pinot,9511,apache,143
master,0,0,0,6,0,fwdIndexHandlerMV,2,pinot,9510,apache,70
master,0,0,0,16,0,limit_pushdown,3,pinot,9507,apache,139
master,0,0,0,8,0,segment_retention_time_patch,4,pinot,9505,apache,139
master,0,0,0,7,0,IpAddress,2,pinot,9501,apache,66
master,0,0,0,22,0,join-opt-2,2,pinot,9484,apache,100
master,0,0,0,8,0,ts_with_tz,4,pinot,9480,apache,143
master,0,0,0,8,0,master,2,pinot,9471,apache,105
master,0,0,0,2,0,add_table_cache_for_server,2,pinot,9442,apache,99
master,0,0,0,23,0,compatible-dropwizard-metrics,2,pinot,9416,apache,40
master,4,0,0,40,1,function_registry,5,pinot,9397,apache,215
master,0,0,0,3,0,and_evaluation_enhancement_2,1,pinot,9370,apache,57
master,4,0,0,16,1,boolean_literals,5,pinot,9322,apache,201
master,1,0,0,17,1,multi_datadirs_segment_loader,6,pinot,9306,apache,177
master,0,0,0,5,0,xd-tls-config-reference,1,pinot,9264,apache,63
master,0,0,0,8,0,tm/parse_tableName_from_query,2,pinot,9263,apache,106
master,0,0,0,3,0,dependabot/maven/org.apache.maven.plugins-maven-enforcer-plugin-3.1.0,0,pinot,9248,apache,9
master,0,0,0,15,0,tm/tmp,4,pinot,9216,apache,114
master,0,0,0,5,0,dtmn-seg,2,pinot,9199,apache,96
master,0,0,0,3,0,jadami/render-tables-on-load,1,pinot,9198,apache,58
master,0,0,0,5,0,issue_9045,2,pinot,9163,apache,61
master,0,0,0,4,0,read-parquet-bin-as-text,1,pinot,9112,apache,25
master,2,0,0,11,2,message-header,6,pinot,9096,apache,177
master,0,0,0,1,0,dependabot/npm_and_yarn/pinot-controller/src/main/resources/terser-4.8.1,0,pinot,9085,apache,10
master,11,0,0,33,2,4471,7,kubernetes-client,4490,fabric8io,749
master,0,0,0,1,0,fix/JLL/zip-slip-vulnerability,1,javacore,43,dunwu,7
master,0,0,0,1,0,oscs_fix_cd36l00au51of7vbl1fg,0,jacoco,1375,jacoco,2
master,0,0,0,1,0,oscs_fix_cd36kroau51of7vbl1eg,0,jacoco,1374,jacoco,3
master,0,0,0,1,0,dependabot/maven/org.jacoco.core.test.validation.scala/org.scala-lang-scala-library-2.13.9,0,jacoco,1367,jacoco,2
master,0,0,0,4,0,issue-1112,2,jacoco,1356,jacoco,27
master,0,0,0,1,0,fix-test-code,1,feign,1795,OpenFeign,5
master,0,0,0,2,0,patch-1,1,feign,1772,OpenFeign,6
master,0,0,0,17,0,micrometerObservations,2,feign,1760,OpenFeign,7
master,0,0,0,3,0,feature-fix-and-improve-default-retryer,2,feign,1726,OpenFeign,7
main,26,0,0,24,0,feature/swaggerUpdate,1,azure-sdk-for-java,31435,Azure,114
main,0,0,0,5,0,fix-fr-pipeline,1,azure-sdk-for-java,31434,Azure,110
main,0,0,0,15,0,increment-package-version-appconfiguration-1913922,0,azure-sdk-for-java,31431,Azure,52
main,0,0,0,6,0,release/azure-data-tables/12.3.5,0,azure-sdk-for-java,31429,Azure,52
main,0,0,0,8,0,oscs_fix_cd375agau51of7vbl250,0,azure-sdk-for-java,31414,Azure,49
feature/spring-boot-3,0,0,0,212,0,moary/update-spring-cloud-azure-sb3m5-sc2022m5,1,azure-sdk-for-java,31410,Azure,121
main,0,0,0,7,0,webpubsub_prepare-patch-release,0,azure-sdk-for-java,31409,Azure,51
main,0,0,0,4,0,increment-package-version-digitaltwins-1910043,0,azure-sdk-for-java,31408,Azure,52
feature/ta-2022-10-01-preview,2,0,0,31,2,TA-healthcare,1,azure-sdk-for-java,31386,Azure,121
main,0,0,0,4,0,perf-tools-repo-commitish,0,azure-sdk-for-java,31315,Azure,51
feature/storage/stg85base,0,0,0,18,0,stg85base/appendLease,2,azure-sdk-for-java,31263,Azure,128
main,0,0,0,1,0,ostoliarova/communication-identity/add_kind_property,0,azure-sdk-for-java,31211,Azure,44
main,32,17,2499,51,56,prep-identity-patch-release-sep-2022-oob,1,azure-sdk-for-java,31034,Azure,276
feature/storage/stg85base,0,0,0,14,0,stg85base/filesInvalidXML,1,azure-sdk-for-java,31002,Azure,117
main,76,16,2281,180,30,feature/sync-stack,15,azure-sdk-for-java,30961,Azure,502
main,0,0,0,1,0,update-storage-perf,0,azure-sdk-for-java,30960,Azure,55
main,0,0,0,36,0,anomaly-detector-sync,1,azure-sdk-for-java,30875,Azure,106
main,0,0,0,329,0,AzStorage_RegenerateWithHeaderImprovements,4,azure-sdk-for-java,30858,Azure,155
main,0,0,0,2,0,bump-stg-version,0,azure-sdk-for-java,30744,Azure,52
main,0,0,0,15,0,nio-default-filesystem,2,azure-sdk-for-java,30728,Azure,118
main,0,0,0,5,0,aigerimb/azure-communication-identity/cte_tests_pipeline_run,1,azure-sdk-for-java,30505,Azure,123
main,0,0,0,1,0,mgmt_cdnsample_hostname,1,azure-sdk-for-java,30460,Azure,110
main,0,0,0,1,0,fix-typo-rmt,1,azure-sdk-for-java,30214,Azure,116
master,0,0,0,4,0,service-loader,1,slf4j,304,qos-ch,9
master,0,0,0,1,0,version-sanity-check-fix,1,slf4j,303,qos-ch,8
main,0,0,0,13,0,exemplars-support-for-micrometer-tracing,0,client_java,805,prometheus,2
main,0,0,0,1113,0,new-release-please-forked,0,google-cloud-java,8582,googleapis,32
chingor-test,0,0,0,1107,0,release-please--branches--chingor-test,0,google-cloud-java,8567,googleapis,32
main,0,0,0,1082,0,release-please-forked,0,google-cloud-java,8483,googleapis,35
main,0,0,0,1400,0,main-diff_non_java,0,google-cloud-java,8449,googleapis,35
main,0,0,0,1118,0,release-please--branches--main,0,google-cloud-java,8444,googleapis,32
main,0,0,0,827,0,staging-branch,0,google-cloud-java,8251,googleapis,32
master,0,0,0,1,0,oscs_fix_cct7ig8au51ofid2l2kg,0,tablesaw,1153,jtablesaw,6
master,0,0,0,1,0,issue-1147,1,tablesaw,1149,jtablesaw,19
master,0,0,0,1,0,upgrade-smile-to-2.6.0,0,tablesaw,1148,jtablesaw,6
master,0,0,0,2,0,axis-config-fix,1,tablesaw,1146,jtablesaw,23
master,0,0,0,3,0,multi-column-pivot,1,tablesaw,1145,jtablesaw,19
master,0,0,0,1,0,patch-1,1,tablesaw,1139,jtablesaw,23
helidon-3.x,0,0,0,4,0,tracing-header-case-3.x,3,helidon,5013,helidon-io,35
master,0,0,0,5,0,origin/dynamic-pwd,1,paho.mqtt.java,957,eclipse,7
develop,0,0,0,2,0,master,2,paho.mqtt.java,951,eclipse,9
3.1,0,0,0,3,0,feat/timeout_countdown,3,dubbo,10741,apache,66
3.2,0,0,0,5,0,10727,1,dubbo,10728,apache,30
3.2,21,0,0,32,1,enqueueSoon,2,dubbo,10726,apache,55
3.2,2,0,0,6,1,1010_ssl,2,dubbo,10720,apache,68
3.1,0,0,0,7,0,3.1,1,dubbo,10698,apache,76
3.2,2,0,0,31,1,feat-xds-route,1,dubbo,10695,apache,52
3.2,0,0,0,10,0,0928_dual_route,2,dubbo,10691,apache,38
3.1,0,0,0,8,0,3.1-issue10682,4,dubbo,10683,apache,138
3.1,7,0,0,29,1,triple-flowcontrol,1,dubbo,10672,apache,39
3.2,0,0,0,6,0,feature/self_define_exception_body,1,dubbo,10667,apache,32
3.2,4,1,1,59,18,Supports_thread_pool_isolation_between_services,8,dubbo,10658,apache,301
3.1,0,0,0,6,0,develop,1,dubbo,10642,apache,30
3.2,1,0,0,13,1,10558,2,dubbo,10587,apache,44
2.6.x,0,0,0,1,0,2.6.x,1,dubbo,10378,apache,7
master,0,0,0,111,0,inherited_symbols,2,eclipse.jdt.ls,2173,eclipse,11
main,0,0,0,14,0,release-please--branches--main,0,google-api-java-client,2111,googleapis,3
main,0,0,0,14,0,junit4,1,mustache.java,283,spullara,8
master,0,0,0,3,0,oscs_fix_cd3aeggau51of7vbl2u0,0,vjtools,204,vipshop,2
master,0,0,0,1,0,oscs_fix_cd3775gau51of7vbl28g,0,vjtools,203,vipshop,2
master,0,0,0,1,0,oscs_fix_cd374egau51of7vbl22g,0,vjtools,202,vipshop,2
master,0,0,0,1,0,dependabot/maven/vjkit/com.fasterxml.jackson.core-jackson-databind-2.12.6.1,0,vjtools,201,vipshop,2
master,0,0,0,1,0,master,0,vjtools,200,vipshop,2
master,0,0,0,1,0,oscs_fix_cd36k68au51of7vbl1b0,0,rest-assured,1634,rest-assured,2
master,0,0,0,1,0,oscs_fix_cd36gl8au51of7vbl140,0,rest-assured,1633,rest-assured,2
master,0,0,0,1,0,dependabot/maven/examples/scala-mock-mvc-example/org.scala-lang-scala-library-2.13.9,0,rest-assured,1630,rest-assured,5
master,0,0,0,1,0,dependabot/maven/examples/scala-example/org.scala-lang-scala-library-2.13.9,0,rest-assured,1629,rest-assured,2
master,0,0,0,1,0,dependabot/maven/modules/scala-support/org.scala-lang-scala-library-2.13.9,0,rest-assured,1628,rest-assured,2
master,0,0,0,4,0,add-content-type-accepts-spring-mediatype,2,rest-assured,1625,rest-assured,16
2.2.x,0,0,0,1,0,dependabot/maven/2.2.x/com.github.spotbugs-spotbugs-maven-plugin-4.7.2.1,0,morphia,2113,MorphiaOrg,2
main,0,0,0,17,0,release-please--branches--main,0,google-http-java-client,1691,googleapis,2
develop,0,0,0,1,0,patch-3,1,ta4j,900,ta4j,11
develop,0,0,0,4,0,improve_MaximumDrawdownCriterion,1,ta4j,898,ta4j,12
develop,0,0,0,1,0,correct_CashFlow_finalIndex,1,ta4j,897,ta4j,11
develop,20,3,4,31,26,simplify_PnlPackage,2,ta4j,895,ta4j,60
develop,8,3,4,8,26,add_PositionsRatioCriterion,2,ta4j,894,ta4j,49
develop,0,0,0,1,0,patch-2,1,ta4j,892,ta4j,10
develop,0,0,0,1,0,patch-1,1,ta4j,891,ta4j,11
main,0,0,0,1,0,dependabot/maven/jOOQ-checker/com.google.protobuf-protobuf-java-3.16.3,0,jOOQ,14049,jOOQ,3
master,0,0,0,1,0,master,1,HotswapAgent,437,HotswapProjects,13
master,0,0,0,1,0,master,1,HotswapAgent,435,HotswapProjects,14
3.0.0,0,0,0,1,0,dependabot/maven/core/org.apache.hadoop-hadoop-common-3.3.3,0,librec,351,guoguibing,7
master,0,0,0,1,0,master,1,logback,598,qos-ch,9
master,0,0,0,1,0,master,1,logback,593,qos-ch,13
master,0,0,0,3,0,less-fail-in-tests,1,logback,591,qos-ch,13
branch_1.3.x,0,0,0,3,0,fix-jetty-requestlog,1,logback,586,qos-ch,14
master,0,0,0,1,0,rename-util-test-tempfile-location,1,logback,584,qos-ch,13
master,0,0,0,1,0,oscs_fix_cd36340au51of7vbl100,0,error-prone,3478,google,4
master,0,0,0,1,0,fix-disable-all-warnings,1,error-prone,3462,google,16
master,0,0,0,1,0,dependabot/maven/docgen/org.yaml-snakeyaml-1.31,0,error-prone,3449,google,3
master,0,0,0,1,0,test_463335590,1,error-prone,3448,google,37
master,0,0,0,3,0,rossendrijver/invalidparam_records,2,error-prone,3437,google,49
master,0,0,0,2,0,rossendrijver/unusedmethod_improvements,1,error-prone,3428,google,37
master,0,0,0,1,0,dependabot/maven/org.assertj-assertj-core-3.23.1,0,error-prone,3382,google,3
dev,0,0,0,3,0,dependabot/maven/telegrambots-chat-session-bot/org.apache.shiro-shiro-core-1.10.0,0,TelegramBots,1128,rubenlagus,2
dev,1,1,1,7,5,remove-json-dependency,3,TelegramBots,1124,rubenlagus,44
dev,1,0,0,3,5,dev,1,TelegramBots,1116,rubenlagus,24
master,0,0,0,3,0,fix-docs,1,truth,1022,google,12
master,0,0,0,7,0,bidistream,2,sofa-jraft,890,sofastack,21
master,0,0,0,1,0,master,0,sofa-jraft,884,sofastack,3
master,0,0,0,7,0,bd-20221011-fix_generic_single/multi_goals_for_R5,1,hapi-fhir,4134,hapifhir,86
master,4,0,0,132,16,ja_20221011_transactional_cleanup,15,hapi-fhir,4130,hapifhir,978
master,5,0,0,77,0,3052-maximum-size-int-to-long,3,hapi-fhir,4123,hapifhir,161
master,28,0,0,63,34,ja_20220926_sharded_db,10,hapi-fhir,4112,hapifhir,575
master,0,0,0,1,0,patch-2,0,hapi-fhir,4079,hapifhir,25
master,0,0,0,9,0,4017-creating-a-searchparameter-with-an-expression-referencing-metasecurity-will-return-error-hapi-1118,4,hapi-fhir,4037,hapifhir,454
master,0,0,0,57,0,cache-service-loaders,9,hapi-fhir,3977,hapifhir,219
master,0,0,0,3,0,3973-update-client-and-server-pointcut-diagrams,0,hapi-fhir,3974,hapifhir,25
master,16,0,0,223,92,rel_6_1,18,hapi-fhir,3932,hapifhir,838
master,2,1,1,11,96,3764-dotasek-wip-npm-support-,3,hapi-fhir,3896,hapifhir,466
master,0,0,0,2,0,oscs_fix_cd3c6m0au51of7vbl34g,0,storm,3497,apache,5
master,0,0,0,2,0,oscs_fix_cd39bl8au51of7vbl2lg,0,storm,3496,apache,5
master,0,0,0,2,0,oscs_fix_cd377bgau51of7vbl290,0,storm,3495,apache,5
master,0,0,0,2,0,oscs_fix_cd376r8au51of7vbl27g,0,storm,3494,apache,5
master,0,0,0,2,0,travis-s390x,0,storm,3492,apache,5
1.1.x-branch,0,0,0,4,0,1.1.x-branch,0,storm,3489,apache,4
master,2,0,0,46,1,wasi,4,teavm,610,konsoletyper,67
main,0,0,0,18,0,18341-GroovyUpgradeTo4.x,0,camel,8102,apache,16
master,0,0,0,1,0,dependabot/maven/ff4j-security-shiro/org.apache.shiro-shiro-core-1.10.0,0,ff4j,603,ff4j,2
master,0,0,0,1,0,snyk-fix-aecce1667c2d59ba37477d4b35c90b1c,0,ff4j,602,ff4j,2
master,0,0,0,2,0,snyk-fix-65805808592672b6a1d29fdf2f4fb87e,0,ff4j,600,ff4j,2
master,0,0,0,1,0,patch-1,1,ff4j,598,ff4j,13
master,0,0,0,1,0,dependabot/maven/ff4j-store-springjdbc/org.postgresql-postgresql-42.3.7,0,ff4j,597,ff4j,2
master,0,0,0,1,0,snyk-fix-1781f7eaf1d9860a197465cec5f82397,0,ff4j,596,ff4j,2
master,0,0,0,1,0,snyk-fix-cf76ce1ee83b69b44b1b2d88648f6a64,0,ff4j,595,ff4j,2
master,0,0,0,1,0,snyk-fix-e105e5062d766eac2b79bb9244d0a29d,0,ff4j,593,ff4j,3
master,0,0,0,1,0,snyk-fix-d24fb62eb0b06955b9b787c79296893c,0,ff4j,589,ff4j,2
master,0,0,0,1,0,snyk-fix-6ee461166de1d9700e177290570557d7,0,ff4j,587,ff4j,2
master,0,0,0,2,0,hbase-27422,1,hbase,4827,apache,16
branch-2.5,0,0,0,1,0,branch2.5-HBASE-25166,1,hbase,4826,apache,15
branch-2,0,0,0,1,0,branch2-HBASE-25166,1,hbase,4825,apache,16
master,0,0,0,2,0,HBASE-26967,2,hbase,4820,apache,22
HBASE-27109/table_based_rqs,0,0,0,88,0,HBASE-27217,3,hbase,4810,apache,27
HBASE-27109/table_based_rqs,0,0,0,22,0,HBASE-27218,4,hbase,4808,apache,31
master,0,0,0,10,0,HBASE-27355,3,hbase,4801,apache,26
master,0,0,0,11,0,prefetchcost,3,hbase,4799,apache,26
master,0,0,0,8,0,HBASE-21521,1,hbase,4788,apache,16
branch-2,0,0,0,20,0,HBASE-26809_branch-2,2,hbase,4786,apache,21
master,0,0,0,2,0,master,1,hbase,4785,apache,16
master,0,0,0,12,0,HBASE-27329,2,hbase,4782,apache,21
master,0,0,0,2,0,HBASE-27369,1,hbase,4780,apache,16
master,0,0,0,1,0,master,1,hbase,4774,apache,16
branch-2,0,0,0,89,0,HBASE-27238-backport-backup-restore-to-2.x,2,hbase,4770,apache,19
master,0,0,0,1,0,optimizesync,1,hbase,4765,apache,16
master,0,0,0,1,0,HBASE-27354,1,hbase,4756,apache,15
master,0,0,0,39,0,HBASE-26553_rebase,1,hbase,4733,apache,16
master,0,0,0,1,0,HBASE-27333,1,hbase,4732,apache,16
master,0,0,0,10,0,FSHLogMerge,1,hbase,4721,apache,16
master,0,0,0,6,0,HBASE-27315,2,hbase,4720,apache,21
master,0,0,0,2,0,HBASE-27316,1,hbase,4719,apache,16
master,0,0,0,3,0,master,2,hbase,4670,apache,31
master,0,0,0,4,0,master.HBASE-27250,1,hbase,4664,apache,17
master,0,0,0,19,0,HBASE-27245,4,hbase,4661,apache,31
master,0,0,0,1,0,HBASE-27249,1,hbase,4660,apache,16
main,0,0,0,7,0,task/3452-throw-bpmn-exception-task-listener,1,flowable-engine,3484,flowable,42
main,0,0,0,2,0,main-dev,0,flowable-engine,3475,flowable,13
main,4,1,1,7,25,main,1,flowable-engine,3407,flowable,116
main,0,0,0,1,0,dependabot/maven/org.glassfish.jaxb-jaxb-runtime-4.0.1,0,shiro,433,apache,3
8.29.x,0,0,0,217,0,8.29.0.Final-zf9ciusdvp,0,drools,4746,kiegroup,9
main,0,0,0,10,0,tarilabs-20221011-DROOLS-7156,1,drools,4744,kiegroup,15
main,0,0,0,9,0,DROOLS-7045-mutable,2,drools,4741,kiegroup,19
main,0,0,0,15,0,d7070,7,drools,4549,kiegroup,39
master,17,0,0,16,0,modify-shenyu-sdk,9,shenyu,4060,apache,70
master,0,0,0,16,0,master,2,shenyu,3774,apache,22
master,0,0,0,24,0,3713,2,shenyu,3756,apache,18
master,0,0,0,1,0,dependabot/maven/tools/java/cpp-build/com.google.protobuf-protobuf-java-3.16.3,0,libphonenumber,2829,google,8
master,0,0,0,1,0,dependabot/maven/metadata/com.google.protobuf-protobuf-java-3.16.3,0,libphonenumber,2828,google,5
master,0,0,0,3,0,test_example_csv_table_schema_change,1,libphonenumber,2822,google,10
master,12,4,34,588,93,katbohm-patch-1,3,libphonenumber,2821,google,275
main,0,0,0,18,0,shelly_snapshot_3.4pr5,1,openhab-addons,13520,openhab,70
main,0,0,0,2,0,dependabot/maven/bundles/org.openhab.transform.jinja/org.jsoup-jsoup-1.15.3,0,openhab-addons,13344,openhab,11
main,0,0,0,676,0,addons_xml,1,openhab-addons,13289,openhab,29
main,0,0,0,17,0,java_17,0,openhab-addons,13276,openhab,8
main,0,0,0,22,0,NIFI-10625,2,nifi,6514,apache,50
main,0,0,0,29,0,NIFI-10614,0,nifi,6498,apache,10
master,0,0,0,3,0,fine-tuning,1,easyexcel,2758,alibaba,16
master,0,0,0,1,0,master,1,easyexcel,2728,alibaba,17
master,0,0,0,1,0,master,1,easyexcel,2656,alibaba,16
developing,0,0,0,1,0,developing,0,easyexcel,2643,alibaba,12
master,0,0,0,1,0,fix/deprecated_doc,1,easyexcel,2607,alibaba,18
developing,0,0,0,8,0,developing,2,easyexcel,2598,alibaba,20
master,0,0,0,13,0,developing,1,easyexcel,2591,alibaba,18
master,1,0,0,26,3,dev,2,sofa-ark,576,sofastack,33
master,0,0,0,1,0,fix/JLL/zip-slip-vulnerability,1,sofa-ark,565,sofastack,15
develop,0,0,0,1,0,dependabot/maven/org.openjfx-javafx-swing-19,0,XChart,702,knowm,3
develop,0,0,0,1,0,dependabot/maven/org.openjfx-javafx-controls-19,0,XChart,701,knowm,2
develop,0,0,0,3,0,pieChartLabelGenerator,1,XChart,698,knowm,6
main,0,0,0,2,0,GH-1617,1,spring-batch,4210,spring-projects,44
main,0,0,0,43,0,GH-1014,2,spring-batch,4209,spring-projects,41
,0,0,0,0,0,,0,spring-batch,4208,spring-projects,3
main,0,0,0,2,0,File-delete,1,spring-batch,4203,spring-projects,25
main,0,0,0,4,0,GH-4151,1,spring-batch,4185,spring-projects,28
master,0,0,0,18,0,master,1,forest,102,dromara,14
master,0,0,0,196,0,maps2_via_maven_from_npm,0,graphhopper,2674,graphhopper,6
master,3,0,0,6,15,read_via_way_restrictions2,1,graphhopper,2673,graphhopper,95
master,0,0,0,2,0,upgrade_to_dropwizard2.1,1,graphhopper,2653,graphhopper,18
master,0,0,0,3,0,update_gtfs,0,graphhopper,2640,graphhopper,5
master,0,0,0,7,0,homepage-filter-improve,1,spring-boot-admin,2136,codecentric,109
master,0,0,0,1,0,renovate/axios-1.x,0,spring-boot-admin,2133,codecentric,3
master,0,0,0,1,0,renovate/testing-library-vue-6.x,0,spring-boot-admin,2129,codecentric,2
master,0,0,0,2,0,renovate/npm-yargs-parser-vulnerability,0,spring-boot-admin,2128,codecentric,4
master,0,0,0,2,0,renovate/npm-node-notifier-vulnerability,0,spring-boot-admin,2127,codecentric,3
master,0,0,0,4,0,renovate/npm-ejs-vulnerability,0,spring-boot-admin,2126,codecentric,3
master,0,0,0,2,0,renovate/major-vue-cli-monorepo,0,spring-boot-admin,2096,codecentric,2
master,0,0,0,1,0,renovate/vue-loader-17.x,0,spring-boot-admin,2094,codecentric,2
master,0,0,0,1,0,renovate/html-loader-4.x,0,spring-boot-admin,2092,codecentric,2
master,0,0,0,2,0,renovate/eslint-plugin-vue-9.x,0,spring-boot-admin,2091,codecentric,2
master,0,0,0,1,0,zero_record_size,1,parquet-mr,1004,apache,9
master,0,0,0,1,0,dependabot/maven/parquet-protobuf/com.google.protobuf-protobuf-java-3.19.6,0,parquet-mr,1003,apache,3
master,0,0,0,12,0,PARQUET-2196,3,parquet-mr,1000,apache,15
master,0,0,0,6,0,PARQUET-2171-vec-io,2,parquet-mr,999,apache,16
master,0,0,0,4,0,PARQUET-2195,1,parquet-mr,998,apache,7
master,0,0,0,12,0,feat/protorecurse,1,parquet-mr,995,apache,8
master,0,0,0,1,0,abaranec_snappyalloc,1,parquet-mr,993,apache,7
master,0,0,0,1,0,fix_statistics_encr,1,parquet-mr,992,apache,6
master,0,0,0,3,0,PARQUET-2177,1,parquet-mr,991,apache,7
master,0,0,0,5,0,1711,1,parquet-mr,988,apache,7
master,0,0,0,1,0,encryption_test,1,parquet-mr,987,apache,7
master,0,0,0,4,0,master-openfile-hadoop-3.3.3,1,parquet-mr,983,apache,8
master,0,0,0,9,0,PARQUET-2165-PathGlobPattern,1,parquet-mr,979,apache,8
master,0,0,0,1,0,master,0,webcam-capture,873,sarxos,3
